,surgid,surgyear,total cardiac surgery
16471,545862,2011,203.00
16596,548656,2016,203.00
17164,566065,2014,203.00
17346,569645,2016,203.00
18793,612306,2013,203.00
19554,629041,2014,203.00
19557,629041,2017,203.00
21028,671120,2018,203.00
21733,691700,2013,203.00
22763,724421,2013,203.00
23260,736413,2010,203.00
24539,771476,2019,203.00
25300,789052,2010,203.00
25412,792050,2012,203.00
25414,792050,2014,203.00
26796,824019,2016,203.00
27130,830599,2010,203.00
27768,849036,2018,203.00
28776,874298,2016,203.00
29754,898445,2014,203.00
30670,921962,2010,203.00
30873,925408,2013,203.00
30944,927154,2014,203.00
32670,969355,2010,203.00
1504,143224,2014,202.00
1731,148155,2011,202.00
2069,155494,2019,202.00
2525,163901,2015,202.00
2529,163901,2019,202.00
2583,166635,2013,202.00
2815,173600,2015,202.00
4857,224974,2017,202.00
5118,233918,2018,202.00
6105,258196,2015,202.00
6678,273490,2018,202.00
7251,289676,2011,202.00
7667,298539,2017,202.00
9723,358589,2013,202.00
9853,362185,2013,202.00
10877,391482,2017,202.00
10964,394258,2014,202.00
10965,394258,2015,202.00
11684,413525,2014,202.00
11770,414784,2010,202.00
11921,419111,2011,202.00
12628,440243,2018,202.00
12719,443726,2019,202.00
13876,473935,2016,202.00
14989,505095,2019,202.00
15080,508393,2010,202.00
15180,510051,2010,202.00
16472,545862,2012,202.00
16670,551801,2010,202.00
18085,589629,2015,202.00
18100,589945,2010,202.00
19472,627425,2012,202.00
19474,627425,2014,202.00
19974,639365,2014,202.00
20838,665376,2018,202.00
21183,675338,2013,202.00
21274,677424,2014,202.00
22488,715896,2018,202.00
22787,724475,2017,202.00
24538,771476,2018,202.00
25413,792050,2013,202.00
26026,808610,2016,202.00
27390,840056,2010,202.00
29567,891199,2017,202.00
31128,932239,2018,202.00
31331,936248,2011,202.00
31816,946809,2016,202.00
31844,947141,2014,202.00
32072,954480,2012,202.00
32142,955960,2012,202.00
32484,962973,2014,202.00
33469,994927,2019,202.00
1283,137687,2013,201.00
1599,144683,2019,201.00
1960,152851,2010,201.00
1996,153988,2016,201.00
2062,155494,2012,201.00
3198,182353,2018,201.00
3318,185916,2018,201.00
3429,189195,2019,201.00
3890,200741,2010,201.00
4046,205374,2016,201.00
6351,266023,2011,201.00
8153,310400,2013,201.00
8349,317584,2019,201.00
9539,353423,2019,201.00
10146,369556,2016,201.00
11778,414784,2018,201.00
11925,419111,2015,201.00
13627,467376,2017,201.00
14843,501022,2013,201.00
15805,525157,2015,201.00
18097,589853,2017,201.00
18204,593243,2014,201.00
19446,626874,2016,201.00
19730,633245,2010,201.00
19971,639365,2011,201.00
20997,669302,2017,201.00
21020,671120,2010,201.00
21021,671120,2011,201.00
21182,675338,2012,201.00
21941,698424,2011,201.00
22497,716418,2017,201.00
22849,724907,2019,201.00
23266,736413,2016,201.00
23830,753268,2010,201.00
23862,754592,2012,201.00
24149,762270,2019,201.00
25302,789052,2012,201.00
25941,805926,2011,201.00
26371,816395,2011,201.00
26693,822729,2013,201.00
27767,849036,2017,201.00
28279,860427,2019,201.00
28743,874102,2013,201.00
28774,874298,2014,201.00
30159,910113,2019,201.00
31187,933022,2017,201.00
32564,964834,2014,201.00
32673,969355,2013,201.00
531,117647,2011,200.00
812,125557,2012,200.00
893,127666,2013,200.00
1722,147650,2012,200.00
2064,155494,2014,200.00
2634,167760,2014,200.00
3146,181512,2016,200.00
3238,183397,2018,200.00
4856,224974,2016,200.00
5349,237508,2019,200.00
5536,241993,2016,200.00
7105,285859,2015,200.00
7450,294946,2010,200.00
7597,296918,2017,200.00
9261,345578,2011,200.00
9975,364827,2015,200.00
10185,370595,2015,200.00
11011,395335,2011,200.00
11731,414040,2011,200.00
11946,419258,2016,200.00
12733,444462,2013,200.00
13587,466457,2017,200.00
15312,512644,2012,200.00
15500,517271,2010,200.00
15801,525157,2011,200.00
15823,525521,2013,200.00
16117,531755,2017,200.00
16294,538062,2014,200.00
17089,564386,2019,200.00
17166,566065,2016,200.00
17826,583717,2016,200.00
19293,624089,2013,200.00
19798,634443,2018,200.00
19863,635843,2013,200.00
19865,635843,2015,200.00
19972,639365,2012,200.00
21039,671182,2019,200.00
21860,696049,2010,200.00
23192,734878,2012,200.00
23515,745001,2015,200.00
25229,786903,2019,200.00
25708,800567,2018,200.00
26374,816395,2014,200.00
26495,819248,2015,200.00
26755,823406,2015,200.00
27402,840206,2012,200.00
27552,843259,2012,200.00
29316,885745,2016,200.00
29464,889003,2014,200.00
29538,890515,2018,200.00
29762,898605,2012,200.00
29887,902375,2017,200.00
30446,919344,2016,200.00
30933,927136,2013,200.00
31240,934672,2010,200.00
31947,949853,2017,200.00
31970,950565,2010,200.00
32051,954033,2011,200.00
32550,964517,2010,200.00
32728,971648,2018,200.00
249,106635,2019,199.00
532,117647,2012,199.00
1031,130134,2011,199.00
1060,130707,2010,199.00
1694,147012,2014,199.00
1721,147650,2011,199.00
2016,154590,2016,199.00
2065,155494,2015,199.00
4045,205374,2015,199.00
6109,258196,2019,199.00
7324,291054,2014,199.00
8776,331873,2016,199.00
8814,332425,2014,199.00
9011,337870,2011,199.00
9499,351793,2019,199.00
9752,360060,2012,199.00
10385,377403,2015,199.00
10700,386580,2010,199.00
11239,402156,2019,199.00
11700,413800,2010,199.00
12784,446734,2014,199.00
13545,465379,2015,199.00
13650,468058,2010,199.00
13775,470110,2015,199.00
13888,475127,2018,199.00
13905,475258,2015,199.00
13926,475871,2016,199.00
14166,481901,2016,199.00
14660,496480,2010,199.00
14667,496480,2017,199.00
14836,500272,2016,199.00
15666,521006,2016,199.00
17161,566065,2011,199.00
17626,577453,2016,199.00
18796,612306,2016,199.00
18919,614313,2019,199.00
19090,618429,2010,199.00
19940,639121,2010,199.00
19967,639175,2017,199.00
21036,671182,2016,199.00
21550,686906,2010,199.00
21555,686906,2015,199.00
21702,691039,2012,199.00
22482,715896,2012,199.00
22770,724438,2010,199.00
22878,725124,2018,199.00
22939,727829,2019,199.00
23935,757620,2015,199.00
24600,773366,2010,199.00
25301,789052,2011,199.00
26058,808892,2018,199.00
26320,815498,2010,199.00
26321,815498,2011,199.00
26493,819248,2013,199.00
27418,840311,2018,199.00
27729,847384,2019,199.00
27742,847555,2012,199.00
28747,874102,2017,199.00
28830,875759,2010,199.00
29358,886073,2018,199.00
29764,898605,2014,199.00
29800,900207,2010,199.00
30211,912746,2011,199.00
30945,927154,2015,199.00
32245,957405,2015,199.00
32280,958076,2010,199.00
32671,969355,2011,199.00
32702,970423,2012,199.00
33294,990645,2014,199.00
365,109864,2015,198.00
410,111293,2010,198.00
811,125557,2011,198.00
1248,135683,2018,198.00
1598,144683,2018,198.00
1683,146859,2013,198.00
1720,147650,2010,198.00
2414,162627,2014,198.00
2513,163842,2013,198.00
4628,220141,2018,198.00
4629,220141,2019,198.00
5729,248619,2019,198.00
6192,260070,2012,198.00
6434,267334,2014,198.00
7826,302232,2016,198.00
9012,337870,2012,198.00
9379,348950,2019,198.00
9687,357729,2017,198.00
9701,358143,2011,198.00
10117,368502,2017,198.00
10272,372887,2012,198.00
10388,377403,2018,198.00
10701,386580,2011,198.00
11733,414040,2013,198.00
12237,429148,2017,198.00
12500,436525,2010,198.00
13376,460597,2016,198.00
13546,465379,2016,198.00
13604,467085,2014,198.00
14266,483547,2016,198.00
15269,511563,2019,198.00
15869,526458,2019,198.00
15932,528096,2012,198.00
16058,530255,2018,198.00
16539,547573,2019,198.00
16814,555393,2014,198.00
17207,566963,2017,198.00
17230,567347,2010,198.00
18915,614313,2015,198.00
19296,624089,2016,198.00
19442,626874,2012,198.00
21100,673546,2010,198.00
21184,675338,2014,198.00
22279,707133,2019,198.00
22786,724475,2016,198.00
22938,727829,2018,198.00
23240,735902,2010,198.00
24425,769859,2015,198.00
25608,798003,2018,198.00
25654,798905,2014,198.00
26080,810388,2010,198.00
26797,824019,2017,198.00
27237,835611,2017,198.00
27306,836580,2016,198.00
27391,840056,2011,198.00
27726,847384,2016,198.00
28201,858890,2011,198.00
28795,874516,2015,198.00
28846,876230,2016,198.00
29317,885745,2017,198.00
29767,898605,2017,198.00
29814,900313,2014,198.00
29815,900313,2015,198.00
31843,947141,2013,198.00
31977,950565,2017,198.00
32246,957405,2016,198.00
32385,959946,2015,198.00
32882,979367,2012,198.00
32885,979367,2015,198.00
32950,981504,2010,198.00
33117,987228,2017,198.00
33353,992952,2013,198.00
33467,994927,2017,198.00
33666,999747,2016,198.00
284,107859,2014,197.00
2060,155494,2010,197.00
2456,163266,2016,197.00
2880,174277,2010,197.00
3014,178285,2014,197.00
3848,199226,2018,197.00
5385,238146,2015,197.00
6710,274771,2010,197.00
6878,278509,2018,197.00
8512,324240,2012,197.00
9233,343644,2013,197.00
9528,353316,2018,197.00
9852,362185,2012,197.00
10919,393571,2019,197.00
11130,398394,2010,197.00
11233,402156,2013,197.00
11881,418006,2011,197.00
14227,482730,2017,197.00
14318,485769,2018,197.00
14416,488318,2016,197.00
14556,492800,2016,197.00
15554,517670,2014,197.00
15585,518437,2015,197.00
16924,558932,2014,197.00
16960,560883,2010,197.00
18381,598640,2011,197.00
18544,603277,2014,197.00
19110,619448,2010,197.00
19414,625864,2014,197.00
20826,665132,2016,197.00
21734,691700,2014,197.00
22960,728334,2010,197.00
23112,732658,2012,197.00
23197,734878,2017,197.00
23445,743452,2015,197.00
25000,781549,2010,197.00
25048,783168,2018,197.00
25078,784246,2018,197.00
25273,788041,2013,197.00
25942,805926,2012,197.00
26398,816941,2018,197.00
26698,822729,2018,197.00
27404,840206,2014,197.00
28621,870492,2011,197.00
28980,878341,2010,197.00
29979,903813,2019,197.00
30302,914714,2012,197.00
30513,920119,2013,197.00
30685,922212,2015,197.00
30734,923677,2014,197.00
31125,932239,2015,197.00
31127,932239,2017,197.00
32073,954480,2013,197.00
33118,987228,2018,197.00
33441,994817,2011,197.00
245,106635,2015,196.00
247,106635,2017,196.00
697,122571,2017,196.00
1695,147012,2015,196.00
2429,162918,2019,196.00
2881,174277,2011,196.00
3413,189085,2013,196.00
3603,194220,2013,196.00
3827,198880,2017,196.00
3996,204434,2016,196.00
5530,241993,2010,196.00
5800,252758,2010,196.00
5801,252758,2011,196.00
6196,260070,2016,196.00
6877,278509,2017,196.00
6887,278873,2017,196.00
7098,285659,2018,196.00
7244,289626,2014,196.00
7751,300212,2011,196.00
8518,324240,2018,196.00
8775,331873,2015,196.00
8777,331873,2017,196.00
9232,343644,2012,196.00
9241,343676,2011,196.00
9532,353423,2012,196.00
11010,395335,2010,196.00
11238,402156,2018,196.00
13099,453950,2019,196.00
13219,456757,2019,196.00
15329,512931,2019,196.00
16146,533120,2016,196.00
16817,555393,2017,196.00
17031,563662,2011,196.00
17034,563662,2014,196.00
17446,572964,2016,196.00
17515,575409,2015,196.00
18102,589945,2012,196.00
18380,598640,2010,196.00
18879,614129,2019,196.00
20395,652094,2015,196.00
20979,669108,2019,196.00
21181,675338,2011,196.00
22251,706907,2011,196.00
23069,731195,2019,196.00
24787,777358,2017,196.00
25042,783168,2012,196.00
25410,792050,2010,196.00
25984,807016,2014,196.00
26052,808892,2012,196.00
26757,823406,2017,196.00
27131,830599,2011,196.00
27238,835611,2018,196.00
27400,840206,2010,196.00
27417,840311,2017,196.00
29409,887370,2019,196.00
29454,888798,2014,196.00
29488,889287,2018,196.00
29783,899459,2013,196.00
29785,899459,2015,196.00
29801,900207,2011,196.00
30035,905773,2015,196.00
30448,919344,2018,196.00
31169,932731,2019,196.00
31184,933022,2014,196.00
32078,954480,2018,196.00
32447,961583,2017,196.00
32664,969236,2014,196.00
32674,969355,2014,196.00
32784,975114,2014,196.00
32892,979484,2012,196.00
33466,994927,2016,196.00
248,106635,2018,195.00
414,111293,2014,195.00
2633,167760,2013,195.00
2674,169827,2014,195.00
3410,189085,2010,195.00
5719,248613,2019,195.00
6319,263139,2019,195.00
6441,267628,2011,195.00
6712,274771,2012,195.00
7590,296918,2010,195.00
8899,333926,2019,195.00
9324,346978,2014,195.00
9378,348950,2018,195.00
11131,398394,2011,195.00
11453,408828,2013,195.00
11530,409625,2010,195.00
11531,409625,2011,195.00
12482,435940,2012,195.00
13748,469741,2018,195.00
14297,485140,2017,195.00
14524,491605,2014,195.00
14579,492974,2019,195.00
14835,500272,2015,195.00
15121,509346,2011,195.00
15512,517313,2012,195.00
16245,535119,2015,195.00
16765,554500,2015,195.00
17175,566589,2015,195.00
18103,589945,2013,195.00
18206,593243,2016,195.00
18337,597738,2017,195.00
18400,599204,2010,195.00
18542,603277,2012,195.00
19000,615992,2010,195.00
19163,619957,2013,195.00
19295,624089,2015,195.00
19976,639365,2016,195.00
20393,652094,2013,195.00
20860,666258,2010,195.00
20977,669108,2017,195.00
21449,683321,2019,195.00
21707,691039,2017,195.00
22498,716418,2018,195.00
22564,717917,2014,195.00
22761,724421,2011,195.00
23176,734236,2016,195.00
24147,762270,2017,195.00
26499,819248,2019,195.00
26584,821546,2014,195.00
26686,822711,2016,195.00
27137,830599,2017,195.00
27719,847101,2019,195.00
27727,847384,2017,195.00
27826,849821,2016,195.00
28775,874298,2015,195.00
28858,876420,2018,195.00
29310,885745,2010,195.00
31979,950565,2019,195.00
32445,961583,2015,195.00
32487,962973,2017,195.00
33037,984629,2017,195.00
680,122158,2010,194.00
1035,130134,2015,194.00
2813,173600,2013,194.00
4001,204500,2011,194.00
4054,205732,2014,194.00
5665,247376,2015,194.00
6193,260070,2013,194.00
6756,275579,2016,194.00
7045,284795,2015,194.00
8290,314991,2010,194.00
8875,333057,2015,194.00
8971,336521,2011,194.00
9521,353316,2011,194.00
9755,360060,2015,194.00
10115,368502,2015,194.00
10872,391482,2012,194.00
11330,404604,2010,194.00
11614,411742,2014,194.00
11615,411742,2015,194.00
12235,429148,2015,194.00
12623,440243,2013,194.00
14223,482730,2013,194.00
14316,485769,2016,194.00
14317,485769,2017,194.00
14410,488318,2010,194.00
14553,492800,2013,194.00
15304,512056,2014,194.00
15480,515996,2010,194.00
15654,520729,2014,194.00
15867,526458,2017,194.00
18636,606370,2016,194.00
20621,658888,2011,194.00
20863,666258,2013,194.00
21350,679268,2010,194.00
21551,686906,2011,194.00
21708,691039,2018,194.00
22065,700997,2015,194.00
23060,731195,2010,194.00
23965,758230,2015,194.00
24346,767791,2016,194.00
25009,781549,2019,194.00
25274,788041,2014,194.00
26057,808892,2017,194.00
26397,816941,2017,194.00
27995,853235,2015,194.00
28720,873556,2010,194.00
31170,932953,2010,194.00
31656,943611,2016,194.00
31834,947038,2014,194.00
32860,978281,2010,194.00
33110,987228,2010,194.00
33465,994927,2015,194.00
33667,999747,2017,194.00
1286,137687,2016,193.00
3359,186940,2019,193.00
3855,199674,2015,193.00
3959,203220,2019,193.00
5534,241993,2014,193.00
5716,248613,2016,193.00
6212,260752,2012,193.00
6355,266023,2015,193.00
6431,267334,2011,193.00
6433,267334,2013,193.00
6711,274771,2011,193.00
6872,278509,2012,193.00
9535,353423,2015,193.00
9751,360060,2011,193.00
9851,362185,2011,193.00
10214,371877,2014,193.00
10225,372042,2015,193.00
11237,402156,2017,193.00
11465,408838,2015,193.00
11773,414784,2013,193.00
12320,430848,2010,193.00
12718,443726,2018,193.00
13167,455909,2017,193.00
14486,490099,2016,193.00
15804,525157,2014,193.00
16944,559849,2014,193.00
18201,593243,2011,193.00
18207,593243,2017,193.00
18797,612306,2017,193.00
19298,624089,2018,193.00
19725,632872,2015,193.00
19729,632872,2019,193.00
19805,634954,2015,193.00
20391,652094,2011,193.00
20418,653937,2018,193.00
20622,658888,2012,193.00
21037,671182,2017,193.00
22221,706328,2011,193.00
22321,710040,2011,193.00
22566,717917,2016,193.00
23076,731374,2016,193.00
23511,745001,2011,193.00
24017,759549,2017,193.00
24100,761367,2010,193.00
25275,788041,2015,193.00
25981,807016,2011,193.00
26424,817338,2014,193.00
27235,835611,2015,193.00
28490,867219,2010,193.00
28831,875759,2011,193.00
29055,880020,2015,193.00
29405,887370,2015,193.00
30037,905773,2017,193.00
30892,925958,2012,193.00
31011,928619,2011,193.00
31255,934721,2015,193.00
31835,947038,2015,193.00
31836,947038,2016,193.00
32016,952160,2016,193.00
32070,954480,2010,193.00
32952,981504,2012,193.00
33472,995092,2012,193.00
648,120883,2018,192.00
2664,169516,2014,192.00
3718,196911,2018,192.00
4730,222013,2010,192.00
4938,227189,2018,192.00
5222,235833,2012,192.00
5990,255372,2010,192.00
5991,255372,2011,192.00
6206,260188,2016,192.00
6317,263139,2017,192.00
6674,273490,2014,192.00
7326,291054,2016,192.00
7799,301360,2019,192.00
8488,322772,2018,192.00
8950,335878,2010,192.00
9725,358589,2015,192.00
9727,358589,2017,192.00
9843,362167,2013,192.00
10141,369556,2011,192.00
11335,404604,2015,192.00
11466,408838,2016,192.00
11856,417226,2016,192.00
12958,450046,2018,192.00
13063,452948,2013,192.00
13626,467376,2016,192.00
13968,477116,2018,192.00
13969,477116,2019,192.00
13994,478150,2014,192.00
14523,491605,2013,192.00
14593,493292,2013,192.00
14877,501372,2017,192.00
14997,505290,2017,192.00
15311,512644,2011,192.00
15387,514242,2017,192.00
15827,525521,2017,192.00
16266,536505,2016,192.00
16498,545910,2018,192.00
16595,548656,2015,192.00
16672,551801,2012,192.00
16945,559849,2015,192.00
17822,583717,2012,192.00
18540,603277,2010,192.00
18918,614313,2018,192.00
19003,615992,2013,192.00
19164,619957,2014,192.00
23120,732763,2010,192.00
23177,734236,2017,192.00
23195,734878,2015,192.00
23268,736413,2018,192.00
23534,745102,2014,192.00
23860,754592,2010,192.00
24146,762270,2016,192.00
24914,780008,2014,192.00
25330,790659,2010,192.00
26135,811411,2015,192.00
26392,816941,2012,192.00
26583,821546,2013,192.00
26809,824023,2019,192.00
28187,858740,2017,192.00
29070,880587,2010,192.00
29397,887290,2017,192.00
30150,910113,2010,192.00
30449,919344,2019,192.00
30800,924348,2010,192.00
30894,925958,2014,192.00
31080,930855,2010,192.00
32052,954033,2012,192.00
32058,954033,2018,192.00
32059,954033,2019,192.00
32463,962711,2013,192.00
32994,983800,2014,192.00
33621,998583,2011,192.00
2120,156684,2010,191.00
2122,156684,2012,191.00
4205,209456,2015,191.00
5670,247646,2010,191.00
6108,258196,2018,191.00
6390,266975,2010,191.00
6885,278873,2015,191.00
7668,298539,2018,191.00
8337,316981,2017,191.00
8401,319355,2011,191.00
8931,335575,2011,191.00
9498,351793,2018,191.00
10113,368502,2013,191.00
11194,400123,2014,191.00
13221,457039,2011,191.00
13548,465379,2018,191.00
13624,467376,2014,191.00
13882,475127,2012,191.00
13889,475127,2019,191.00
14592,493292,2012,191.00
14770,499332,2010,191.00
14787,499565,2017,191.00
15079,508128,2019,191.00
15230,510723,2010,191.00
15265,511563,2015,191.00
16509,546894,2019,191.00
16570,548368,2010,191.00
17167,566065,2017,191.00
17172,566589,2012,191.00
17625,577453,2015,191.00
18443,600547,2013,191.00
18510,602607,2010,191.00
18904,614219,2014,191.00
19720,632872,2010,191.00
21861,696049,2011,191.00
22762,724421,2012,191.00
22845,724907,2015,191.00
26491,819248,2011,191.00
26548,820417,2018,191.00
26753,823406,2013,191.00
27406,840206,2016,191.00
28454,865958,2014,191.00
28493,867219,2013,191.00
28639,870573,2019,191.00
28777,874298,2017,191.00
