,surgid,surgyear,total cardiac surgery
8580,325706,2010,13.00
10248,372180,2018,13.00
10282,373017,2012,13.00
11291,403217,2011,13.00
11506,409011,2016,13.00
11541,409829,2011,13.00
11632,412795,2012,13.00
11910,418894,2010,13.00
12303,430103,2013,13.00
12414,433413,2014,13.00
12904,449360,2014,13.00
12960,450073,2010,13.00
13328,459662,2018,13.00
13347,460154,2017,13.00
13430,462274,2010,13.00
13619,467245,2019,13.00
13738,469719,2018,13.00
13801,471335,2011,13.00
14192,482306,2012,13.00
14200,482480,2010,13.00
14494,490286,2014,13.00
14509,490788,2019,13.00
14568,492889,2018,13.00
14961,504503,2011,13.00
15010,507189,2010,13.00
15523,517323,2013,13.00
15709,522127,2019,13.00
16001,529825,2011,13.00
16337,540963,2017,13.00
16826,555496,2016,13.00
17426,572260,2016,13.00
17508,574736,2018,13.00
17521,575680,2011,13.00
17565,576577,2015,13.00
17567,576577,2017,13.00
17732,580780,2012,13.00
17755,581421,2015,13.00
17922,586753,2012,13.00
17925,586753,2015,13.00
18011,588758,2011,13.00
18835,613209,2015,13.00
18847,613759,2017,13.00
18988,615070,2018,13.00
18994,615594,2014,13.00
19131,619550,2011,13.00
19273,623578,2013,13.00
20074,641999,2014,13.00
20743,662726,2013,13.00
20795,664144,2015,13.00
20993,669302,2013,13.00
21122,673977,2012,13.00
21392,681404,2012,13.00
21393,681404,2013,13.00
21965,699002,2015,13.00
22004,699638,2014,13.00
22713,723615,2013,13.00
23235,735834,2015,13.00
24159,762340,2019,13.00
24314,766684,2014,13.00
24631,773769,2011,13.00
25692,800056,2012,13.00
25888,804479,2018,13.00
27194,833749,2014,13.00
27382,839755,2012,13.00
27514,841734,2014,13.00
28007,853284,2017,13.00
28016,854122,2016,13.00
28091,857107,2011,13.00
28244,859282,2014,13.00
28695,872412,2015,13.00
28937,877849,2017,13.00
29244,884711,2014,13.00
29328,885815,2018,13.00
29387,886257,2017,13.00
29950,903031,2010,13.00
30394,917718,2014,13.00
31072,930698,2012,13.00
31343,936718,2013,13.00
32265,957530,2015,13.00
32906,980483,2016,13.00
33329,991652,2019,13.00
92,101931,2012,12.00
93,101931,2013,12.00
1045,130277,2015,12.00
1367,140220,2017,12.00
1577,144432,2017,12.00
2098,156261,2018,12.00
2186,157991,2016,12.00
2493,163735,2013,12.00
2754,171641,2014,12.00
3123,180812,2013,12.00
3131,180891,2011,12.00
3213,182640,2013,12.00
3338,186142,2018,12.00
3437,189481,2017,12.00
3741,197783,2011,12.00
3864,200003,2014,12.00
3910,201259,2010,12.00
3992,204434,2012,12.00
4238,209860,2018,12.00
4605,219613,2015,12.00
4887,225568,2017,12.00
5092,233358,2012,12.00
5610,245378,2010,12.00
5689,247654,2019,12.00
5787,251648,2017,12.00
5842,253157,2012,12.00
5859,253210,2019,12.00
5885,253659,2015,12.00
6150,259305,2010,12.00
6814,277269,2014,12.00
7006,283935,2016,12.00
7558,296119,2018,12.00
7688,299066,2018,12.00
7916,305138,2016,12.00
8682,328083,2012,12.00
8791,332073,2011,12.00
9087,339827,2017,12.00
9188,341773,2018,12.00
9863,362264,2013,12.00
9944,364203,2014,12.00
9989,365349,2019,12.00
10016,365742,2016,12.00
10137,369093,2017,12.00
10258,372458,2018,12.00
10329,375005,2019,12.00
10558,383014,2018,12.00
10767,387755,2017,12.00
11297,403217,2017,12.00
11636,412795,2016,12.00
12800,447162,2010,12.00
12937,449781,2017,12.00
13041,452371,2011,12.00
13338,459878,2018,12.00
13362,460554,2012,12.00
13448,462529,2018,12.00
13805,471335,2015,12.00
13807,471335,2017,12.00
14195,482306,2015,12.00
14323,486392,2013,12.00
14562,492889,2012,12.00
14563,492889,2013,12.00
14564,492889,2014,12.00
16042,530155,2012,12.00
16045,530155,2015,12.00
16083,531037,2013,12.00
16688,552009,2018,12.00
16906,558639,2016,12.00
16972,561977,2012,12.00
17566,576577,2016,12.00
17618,577362,2018,12.00
18528,603085,2018,12.00
18992,615594,2012,12.00
19045,617375,2015,12.00
19071,617942,2011,12.00
19170,620135,2010,12.00
19172,620135,2012,12.00
19185,620641,2015,12.00
19896,637374,2016,12.00
19936,638842,2016,12.00
20155,644416,2015,12.00
20188,645037,2018,12.00
20598,658281,2018,12.00
20618,658313,2018,12.00
20798,664144,2018,12.00
20870,666731,2010,12.00
20954,668108,2014,12.00
21221,676849,2011,12.00
21854,695685,2014,12.00
21992,699597,2012,12.00
22415,713789,2015,12.00
22715,723615,2015,12.00
22738,723979,2018,12.00
22982,730063,2012,12.00
23151,733402,2011,12.00
23305,738467,2015,12.00
23306,738467,2016,12.00
23341,739858,2011,12.00
23856,753733,2016,12.00
23976,758533,2016,12.00
24542,772849,2012,12.00
24543,772849,2013,12.00
24626,773736,2016,12.00
24883,779659,2013,12.00
25158,785591,2018,12.00
25381,791626,2011,12.00
25863,804019,2013,12.00
26452,818067,2012,12.00
26750,823406,2010,12.00
27059,829211,2019,12.00
27293,836426,2013,12.00
27435,840371,2015,12.00
27559,843259,2019,12.00
27701,846617,2011,12.00
28314,861629,2014,12.00
28315,861629,2015,12.00
28317,861629,2017,12.00
28349,862043,2019,12.00
28670,871845,2010,12.00
29916,902794,2016,12.00
29948,902981,2018,12.00
30492,919809,2012,12.00
31228,934414,2018,12.00
31260,934937,2010,12.00
32518,963843,2018,12.00
32584,965772,2014,12.00
32641,968991,2011,12.00
32827,977178,2017,12.00
32981,983673,2011,12.00
33041,985032,2011,12.00
33346,992752,2016,12.00
99,101931,2019,11.00
1014,129598,2014,11.00
1290,137982,2010,11.00
1301,138369,2011,11.00
1302,138369,2012,11.00
1478,143060,2018,11.00
1628,145396,2018,11.00
1629,145396,2019,11.00
2249,159465,2019,11.00
2604,167163,2014,11.00
2871,174212,2011,11.00
2984,177043,2014,11.00
3108,180779,2018,11.00
3139,180891,2019,11.00
3335,186142,2015,11.00
4022,204850,2012,11.00
4069,205810,2019,11.00
4124,207793,2014,11.00
4267,210048,2017,11.00
4476,214810,2016,11.00
4502,217184,2012,11.00
4877,225395,2017,11.00
4940,227573,2010,11.00
5490,241078,2010,11.00
5541,242426,2011,11.00
5641,246161,2011,11.00
5754,250407,2014,11.00
5891,253931,2011,11.00
5951,254853,2011,11.00
6080,257355,2010,11.00
6501,268898,2011,11.00
6557,270681,2017,11.00
6573,270913,2013,11.00
7484,295239,2014,11.00
7583,296814,2013,11.00
7871,303901,2011,11.00
8378,318733,2018,11.00
8582,325706,2012,11.00
8583,325706,2013,11.00
8645,327228,2015,11.00
9612,356453,2012,11.00
10047,366257,2017,11.00
10194,370968,2014,11.00
10435,378653,2015,11.00
11290,403217,2010,11.00
11311,403656,2011,11.00
11620,411891,2010,11.00
11664,413188,2014,11.00
11665,413188,2015,11.00
11769,414609,2019,11.00
12432,434282,2012,11.00
13104,453951,2014,11.00
13557,465620,2017,11.00
13643,467713,2013,11.00
13784,470498,2014,11.00
14249,483091,2019,11.00
14324,486392,2014,11.00
14747,498523,2017,11.00
14784,499565,2014,11.00
16352,541547,2012,11.00
17050,563695,2010,11.00
17300,568564,2010,11.00
17543,576233,2013,11.00
17617,577362,2017,11.00
17869,584602,2019,11.00
18213,593272,2013,11.00
18274,595228,2014,11.00
18288,596316,2018,11.00
18304,596515,2014,11.00
18993,615594,2013,11.00
19072,617942,2012,11.00
19078,617942,2018,11.00
19138,619550,2018,11.00
19171,620135,2011,11.00
19189,620641,2019,11.00
19561,629320,2011,11.00
19604,630138,2014,11.00
19672,631686,2012,11.00
20656,659651,2016,11.00
20765,663347,2015,11.00
21174,674678,2014,11.00
21224,676849,2014,11.00
21381,680759,2011,11.00
21583,687670,2013,11.00
21769,693394,2019,11.00
21779,693452,2019,11.00
22005,699638,2015,11.00
22400,713048,2010,11.00
22652,722534,2012,11.00
22653,722534,2013,11.00
22714,723615,2014,11.00
23685,748619,2015,11.00
23818,752972,2018,11.00
23977,758533,2017,11.00
23979,758533,2019,11.00
24190,763043,2010,11.00
24436,770040,2016,11.00
24647,773924,2017,11.00
24888,779659,2018,11.00
25143,785427,2013,11.00
25144,785427,2014,11.00
25146,785427,2016,11.00
25265,787618,2015,11.00
25685,799832,2015,11.00
25828,802480,2018,11.00
25857,803275,2017,11.00
25861,804019,2011,11.00
25913,805304,2013,11.00
26234,813549,2014,11.00
26538,820226,2018,11.00
26929,826473,2019,11.00
27101,830370,2011,11.00
27350,839090,2010,11.00
28018,854122,2018,11.00
28097,857107,2017,11.00
28120,857270,2010,11.00
28583,869524,2013,11.00
28946,877929,2016,11.00
29137,882241,2017,11.00
29241,884711,2011,11.00
29576,891321,2016,11.00
30561,921206,2011,11.00
31221,934414,2011,11.00
31344,936718,2014,11.00
32900,980483,2010,11.00
33273,990558,2013,11.00
26,101052,2016,10.00
580,119220,2010,10.00
581,119220,2011,10.00
637,120775,2017,10.00
1027,129669,2017,10.00
1172,133512,2012,10.00
1293,137982,2013,10.00
1300,138369,2010,10.00
1850,150666,2010,10.00
2263,159554,2013,10.00
2500,163826,2010,10.00
2606,167163,2016,10.00
2607,167163,2017,10.00
3134,180891,2014,10.00
3224,183347,2014,10.00
3229,183347,2019,10.00
3290,185568,2010,10.00
3330,186142,2010,10.00
3334,186142,2014,10.00
3436,189481,2016,10.00
3438,189481,2018,10.00
4150,208018,2010,10.00
4200,209456,2010,10.00
4816,224074,2016,10.00
5072,232365,2012,10.00
5096,233358,2016,10.00
5099,233358,2019,10.00
5764,251182,2014,10.00
5840,253157,2010,10.00
7142,286661,2012,10.00
7144,286661,2014,10.00
7180,287519,2010,10.00
7212,288463,2012,10.00
7214,288463,2014,10.00
7431,294672,2011,10.00
7918,305138,2018,10.00
8077,308966,2017,10.00
8145,310185,2015,10.00
8451,320796,2011,10.00
9172,341578,2012,10.00
9173,341578,2013,10.00
9420,350442,2010,10.00
9494,351793,2014,10.00
9886,362951,2016,10.00
10652,386033,2012,10.00
11462,408838,2012,10.00
11472,408918,2012,10.00
11663,413188,2013,10.00
11666,413188,2016,10.00
11764,414609,2014,10.00
12018,420863,2018,10.00
12056,422218,2016,10.00
12688,443231,2018,10.00
12695,443587,2015,10.00
13179,456021,2019,10.00
13504,464331,2014,10.00
13753,469843,2013,10.00
13806,471335,2016,10.00
14455,489509,2015,10.00
15273,511581,2013,10.00
15291,511794,2011,10.00
15521,517323,2011,10.00
15620,519872,2010,10.00
16046,530155,2016,10.00
16273,536871,2013,10.00
16583,548401,2013,10.00
16776,554549,2016,10.00
17060,563755,2010,10.00
17338,569589,2018,10.00
17431,572583,2011,10.00
17505,574736,2015,10.00
17635,577463,2015,10.00
17636,577463,2016,10.00
17656,577712,2016,10.00
18826,612829,2016,10.00
18999,615594,2019,10.00
19475,627425,2015,10.00
20110,642793,2010,10.00
20410,653937,2010,10.00
22946,728104,2016,10.00
23181,734713,2011,10.00
23431,742313,2011,10.00
23521,745025,2011,10.00
23601,746125,2011,10.00
23730,749533,2010,10.00
24469,770790,2019,10.00
24627,773736,2017,10.00
25088,784308,2018,10.00
25147,785427,2017,10.00
25646,798591,2016,10.00
25856,803275,2016,10.00
25862,804019,2012,10.00
26359,816035,2019,10.00
26454,818067,2014,10.00
26834,824486,2014,10.00
26872,825919,2012,10.00
26877,825919,2017,10.00
26905,826449,2015,10.00
27182,833605,2012,10.00
27192,833749,2012,10.00
27244,835878,2014,10.00
27440,840623,2010,10.00
27511,841734,2011,10.00
27513,841734,2013,10.00
27517,841734,2017,10.00
27936,852217,2016,10.00
28104,857182,2014,10.00
28692,872412,2012,10.00
28694,872412,2014,10.00
28885,876866,2015,10.00
28936,877849,2016,10.00
29101,881836,2011,10.00
29206,883123,2016,10.00
29952,903031,2012,10.00
30003,904367,2013,10.00
30148,910095,2018,10.00
30165,910344,2015,10.00
30320,914849,2010,10.00
30966,927916,2016,10.00
31233,934670,2013,10.00
31376,937147,2016,10.00
31499,939098,2019,10.00
33454,994905,2014,10.00
94,101931,2014,9.00
1548,143714,2018,9.00
1576,144432,2016,9.00
1618,145180,2018,9.00
1627,145396,2017,9.00
2185,157991,2015,9.00
2302,160261,2012,9.00
2386,162242,2016,9.00
2476,163660,2016,9.00
2602,167163,2012,9.00
3109,180779,2019,9.00
3137,180891,2017,9.00
3506,192615,2016,9.00
3508,192615,2018,9.00
3636,194977,2016,9.00
3742,197783,2012,9.00
4119,207137,2019,9.00
4387,211575,2017,9.00
4783,223736,2013,9.00
5038,231799,2018,9.00
5087,233306,2017,9.00
5753,250407,2013,9.00
5756,250407,2016,9.00
5953,254853,2013,9.00
6326,263618,2016,9.00
6408,267001,2018,9.00
7143,286661,2013,9.00
7269,289719,2019,9.00
7427,294478,2017,9.00
7748,299476,2018,9.00
7914,305138,2014,9.00
8021,307189,2011,9.00
8116,310027,2016,9.00
8250,314064,2010,9.00
8585,325706,2015,9.00
8868,333034,2018,9.00
8912,334897,2012,9.00
9544,353613,2014,9.00
10046,366257,2016,9.00
10138,369093,2018,9.00
10304,374202,2014,9.00
10788,388858,2018,9.00
11168,399201,2018,9.00
11296,403217,2016,9.00
11299,403217,2019,9.00
11421,407790,2011,9.00
11551,410354,2011,9.00
11905,418654,2015,9.00
12047,421166,2017,9.00
12222,428361,2012,9.00
12833,447792,2013,9.00
12938,449781,2018,9.00
12975,450646,2015,9.00
13011,451320,2011,9.00
13502,464331,2012,9.00
13616,467245,2016,9.00
13618,467245,2018,9.00
14431,488853,2011,9.00
14630,494629,2010,9.00
14659,494984,2019,9.00
14726,498413,2016,9.00
14806,499916,2016,9.00
14807,499916,2017,9.00
14827,500261,2017,9.00
15103,508972,2013,9.00
15149,509470,2019,9.00
15175,510008,2015,9.00
15229,510557,2019,9.00
15897,526838,2017,9.00
15942,528865,2012,9.00
15982,529491,2012,9.00
16035,529961,2015,9.00
16120,531776,2010,9.00
16338,540963,2018,9.00
17361,570135,2011,9.00
17520,575680,2010,9.00
17522,575680,2012,9.00
17697,578860,2017,9.00
17761,581452,2011,9.00
17796,582817,2016,9.00
17950,587720,2010,9.00
18162,592067,2012,9.00
18580,604261,2010,9.00
19119,619448,2019,9.00
19184,620641,2014,9.00
19186,620641,2016,9.00
19633,630424,2013,9.00
20111,642793,2011,9.00
20570,657902,2010,9.00
21005,670215,2015,9.00
21099,672715,2019,9.00
21373,680038,2013,9.00
22153,704846,2013,9.00
22466,715477,2016,9.00
22538,717486,2018,9.00
22552,717772,2012,9.00
22716,723615,2016,9.00
22758,724365,2018,9.00
23166,733444,2016,9.00
23167,733444,2017,9.00
23182,734713,2012,9.00
23553,745646,2013,9.00
23735,749533,2015,9.00
23847,753320,2017,9.00
24264,765103,2014,9.00
24435,770040,2015,9.00
24541,772849,2011,9.00
24554,772935,2014,9.00
24630,773769,2010,9.00
24870,779473,2010,9.00
25089,784308,2019,9.00
25145,785427,2015,9.00
25511,795569,2011,9.00
25858,803275,2018,9.00
26363,816183,2013,9.00
26364,816183,2014,9.00
26849,825134,2019,9.00
26874,825919,2014,9.00
27044,829061,2014,9.00
27169,833043,2019,9.00
27199,833749,2019,9.00
27269,836194,2019,9.00
27284,836291,2014,9.00
28168,858441,2018,9.00
28343,862043,2013,9.00
29025,879174,2015,9.00
29242,884711,2012,9.00
29384,886257,2014,9.00
30055,905990,2015,9.00
30271,913683,2011,9.00
30774,924034,2014,9.00
30935,927136,2015,9.00
31448,938185,2018,9.00
31895,948687,2015,9.00
31930,949689,2010,9.00
32512,963843,2012,9.00
569,118726,2019,8.00
888,127457,2018,8.00
986,129342,2016,8.00
1547,143714,2017,8.00
1700,147279,2010,8.00
1806,149038,2016,8.00
1860,150721,2010,8.00
2591,166929,2011,8.00
2878,174212,2018,8.00
3043,178717,2013,8.00
3132,180891,2012,8.00
3591,194112,2011,8.00
3614,194267,2014,8.00
3932,201902,2012,8.00
4062,205810,2012,8.00
4076,206046,2016,8.00
4217,209593,2017,8.00
4689,220535,2019,8.00
5332,237447,2012,8.00
5954,254853,2014,8.00
6745,275367,2015,8.00
6979,281994,2019,8.00
7002,283935,2012,8.00
7008,283935,2018,8.00
7146,286661,2016,8.00
7390,293985,2010,8.00
7432,294672,2012,8.00
7438,294672,2018,8.00
7720,299340,2010,8.00
8032,307511,2012,8.00
8579,325302,2019,8.00
8598,326087,2018,8.00
8693,328424,2013,8.00
8737,330832,2017,8.00
8903,334182,2013,8.00
9141,341075,2011,8.00
9175,341578,2015,8.00
9287,346549,2017,8.00
9366,348510,2016,8.00
9465,351229,2015,8.00
9942,364203,2012,8.00
10037,366228,2017,8.00
11661,413188,2011,8.00
11758,414536,2018,8.00
11765,414609,2015,8.00
11767,414609,2017,8.00
12269,429223,2019,8.00
12452,434493,2012,8.00
12802,447162,2012,8.00
13406,460897,2016,8.00
14567,492889,2017,8.00
14580,493272,2010,8.00
15527,517323,2017,8.00
15729,522485,2019,8.00
15759,523632,2019,8.00
16002,529825,2012,8.00
16033,529961,2013,8.00
16125,531776,2015,8.00
16549,547703,2019,8.00
17439,572583,2019,8.00
17523,575680,2013,8.00
17871,584797,2011,8.00
18184,592383,2014,8.00
18211,593272,2011,8.00
18527,603085,2017,8.00
18581,604261,2011,8.00
18582,604261,2012,8.00
18585,604261,2015,8.00
18997,615594,2017,8.00
19130,619550,2010,8.00
19187,620641,2017,8.00
19188,620641,2018,8.00
19320,624696,2010,8.00
19623,630287,2013,8.00
19996,640139,2016,8.00
20076,641999,2016,8.00
20157,644416,2017,8.00
20854,666095,2014,8.00
21085,672710,2015,8.00
21097,672715,2017,8.00
21164,674564,2014,8.00
21222,676849,2012,8.00
21418,682305,2018,8.00
21607,687876,2017,8.00
21777,693452,2017,8.00
22299,707239,2019,8.00
22431,713844,2011,8.00
22981,730063,2011,8.00
23156,733402,2016,8.00
23399,741067,2019,8.00
23556,745646,2016,8.00
23602,746125,2012,8.00
23857,753733,2017,8.00
23859,753733,2019,8.00
24680,775155,2010,8.00
24819,778025,2019,8.00
25408,791925,2018,8.00
25793,802237,2013,8.00
25961,806436,2011,8.00
26213,813213,2013,8.00
26366,816183,2016,8.00
26368,816183,2018,8.00
26666,822597,2016,8.00
27516,841734,2016,8.00
27566,843474,2016,8.00
28005,853284,2015,8.00
28092,857107,2012,8.00
28105,857182,2015,8.00
28125,857270,2015,8.00
28319,861629,2019,8.00
28941,877929,2011,8.00
29098,880887,2018,8.00
29205,883123,2015,8.00
30095,906740,2015,8.00
30170,910461,2010,8.00
30911,926388,2011,8.00
31096,931111,2016,8.00
31342,936718,2012,8.00
31582,942479,2012,8.00
31607,942625,2017,8.00
31801,946595,2011,8.00
32177,956180,2017,8.00
32339,958790,2019,8.00
32649,968991,2019,8.00
32907,980483,2017,8.00
33045,985032,2015,8.00
270,107236,2010,7.00
688,122158,2018,7.00
840,126018,2010,7.00
1216,134447,2016,7.00
1292,137982,2012,7.00
1358,140070,2018,7.00
1359,140070,2019,7.00
1382,140779,2012,7.00
1671,146836,2011,7.00
1977,153535,2017,7.00
2243,159465,2013,7.00
2336,160703,2016,7.00
2502,163826,2012,7.00
3122,180812,2012,7.00
3135,180891,2015,7.00
3227,183347,2017,7.00
3228,183347,2018,7.00
3331,186142,2011,7.00
4116,207137,2016,7.00
4333,211242,2013,7.00
4505,217184,2015,7.00
4826,224396,2016,7.00
4904,225860,2014,7.00
5073,232365,2013,7.00
5098,233358,2018,7.00
5180,234646,2010,7.00
5351,237590,2011,7.00
5759,250407,2019,7.00
6744,275367,2014,7.00
6898,279666,2018,7.00
7069,285033,2019,7.00
7141,286661,2011,7.00
7211,288463,2011,7.00
7260,289719,2010,7.00
7265,289719,2015,7.00
7426,294478,2016,7.00
7434,294672,2014,7.00
8426,319891,2016,7.00
8581,325706,2011,7.00
8729,330650,2019,7.00
8851,332919,2011,7.00
9174,341578,2014,7.00
9305,346658,2015,7.00
9410,350386,2010,7.00
9470,351372,2010,7.00
9943,364203,2013,7.00
10074,366847,2014,7.00
10249,372180,2019,7.00
10323,375005,2013,7.00
10686,386340,2016,7.00
10846,389916,2016,7.00
11035,395926,2015,7.00
11057,396118,2017,7.00
11284,402972,2014,7.00
11638,412795,2018,7.00
11901,418654,2011,7.00
11904,418654,2014,7.00
12936,449781,2016,7.00
12979,450646,2019,7.00
13043,452371,2013,7.00
13103,453951,2013,7.00
13429,461542,2019,7.00
13733,469719,2013,7.00
14464,489607,2014,7.00
14513,491220,2013,7.00
14588,493272,2018,7.00
14658,494984,2018,7.00
14809,499916,2019,7.00
15000,505367,2010,7.00
15118,509309,2018,7.00
15241,510788,2011,7.00
15376,513636,2016,7.00
15598,518535,2018,7.00
15794,524844,2014,7.00
16000,529825,2010,7.00
16848,555545,2018,7.00
17053,563695,2013,7.00
17275,568279,2015,7.00
17563,576577,2013,7.00
18307,596515,2017,7.00
18995,615594,2015,7.00
18998,615594,2018,7.00
19190,620799,2010,7.00
19226,621753,2016,7.00
19311,624246,2011,7.00
19458,627025,2018,7.00
19624,630287,2014,7.00
19824,635076,2014,7.00
20021,641038,2011,7.00
20072,641999,2012,7.00
20153,644416,2013,7.00
20189,645037,2019,7.00
20490,656491,2010,7.00
21040,671247,2010,7.00
21114,673629,2014,7.00
21191,675678,2011,7.00
21409,681720,2019,7.00
21414,682305,2014,7.00
21665,690311,2015,7.00
21666,690311,2016,7.00
21710,691207,2010,7.00
22467,715477,2017,7.00
22654,722534,2014,7.00
22717,723615,2017,7.00
22908,726546,2018,7.00
23164,733444,2014,7.00
23294,737934,2014,7.00
23365,740058,2015,7.00
23488,744263,2018,7.00
23549,745553,2019,7.00
23600,746125,2010,7.00
23844,753320,2014,7.00
24303,766520,2013,7.00
24882,779659,2012,7.00
25398,791665,2018,7.00
25864,804019,2014,7.00
25950,806120,2010,7.00
25951,806120,2011,7.00
26453,818067,2013,7.00
26550,820700,2010,7.00
27193,833749,2013,7.00
27196,833749,2016,7.00
27448,840623,2018,7.00
28066,855598,2016,7.00
28096,857107,2016,7.00
28286,860652,2016,7.00
28961,878206,2011,7.00
29023,879174,2013,7.00
29028,879174,2018,7.00
29207,883123,2017,7.00
29385,886257,2015,7.00
29575,891321,2015,7.00
30076,906442,2016,7.00
30096,906740,2016,7.00
30243,913449,2013,7.00
30244,913449,2014,7.00
30245,913449,2015,7.00
30767,923726,2017,7.00
30974,927997,2014,7.00
31155,932662,2015,7.00
31595,942616,2015,7.00
31608,942625,2018,7.00
31747,945340,2017,7.00
31800,946595,2010,7.00
32196,956238,2016,7.00
32544,964495,2014,7.00
32809,976000,2019,7.00
33013,984160,2013,7.00
33042,985032,2012,7.00
33046,985032,2016,7.00
33274,990558,2014,7.00
129,102688,2019,6.00
712,123173,2012,6.00
876,127451,2016,6.00
1122,131836,2012,6.00
1176,133512,2016,6.00
1273,136993,2013,6.00
1394,140965,2014,6.00
1619,145180,2019,6.00
1863,150721,2013,6.00
2072,155886,2012,6.00
2225,159310,2015,6.00
2248,159465,2018,6.00
2267,159554,2017,6.00
3040,178717,2010,6.00
3106,180779,2016,6.00
3126,180812,2016,6.00
3223,183347,2013,6.00
3507,192615,2017,6.00
3552,193805,2012,6.00
3553,193805,2013,6.00
3743,197783,2013,6.00
3745,197783,2015,6.00
3911,201259,2011,6.00
3939,201902,2019,6.00
4068,205810,2018,6.00
4909,225860,2019,6.00
4917,226237,2017,6.00
5766,251182,2016,6.00
5816,252760,2016,6.00
5867,253239,2017,6.00
6502,268898,2012,6.00
6503,268898,2013,6.00
6505,268898,2015,6.00
6867,278379,2017,6.00
7005,283935,2015,6.00
7086,285620,2016,6.00
7087,285620,2017,6.00
7199,288196,2019,6.00
8092,309283,2012,6.00
8112,310027,2012,6.00
8115,310027,2015,6.00
8467,322483,2017,6.00
8584,325706,2014,6.00
8685,328083,2015,6.00
9357,347733,2017,6.00
9466,351229,2016,6.00
9469,351229,2019,6.00
9930,364063,2010,6.00
10049,366257,2019,6.00
10324,375005,2014,6.00
10325,375005,2015,6.00
10375,376711,2015,6.00
10401,377468,2011,6.00
10783,388858,2013,6.00
10936,394142,2016,6.00
11124,398161,2014,6.00
11178,399653,2018,6.00
11298,403217,2018,6.00
11507,409011,2017,6.00
11569,410714,2019,6.00
11768,414609,2018,6.00
11784,415083,2014,6.00
11902,418654,2012,6.00
12048,421166,2018,6.00
12217,428255,2017,6.00
12223,428361,2013,6.00
12402,433013,2012,6.00
12875,448044,2015,6.00
13461,463265,2011,6.00
13808,471335,2018,6.00
13853,473152,2013,6.00
13946,476264,2016,6.00
14132,481443,2012,6.00
14248,483091,2018,6.00
14546,492549,2016,6.00
14583,493272,2013,6.00
15114,509309,2014,6.00
15154,509638,2014,6.00
15592,518535,2012,6.00
15597,518535,2017,6.00
15625,519872,2015,6.00
15898,526838,2018,6.00
15943,528865,2013,6.00
16459,545463,2019,6.00
16580,548401,2010,6.00
16682,552009,2012,6.00
16845,555545,2015,6.00
17052,563695,2012,6.00
17733,580780,2013,6.00
17927,586753,2017,6.00
17994,588528,2014,6.00
18181,592383,2011,6.00
18415,599327,2015,6.00
18583,604261,2013,6.00
18689,608833,2019,6.00
19086,618002,2016,6.00
19118,619448,2018,6.00
19133,619550,2013,6.00
19310,624246,2010,6.00
19457,627025,2017,6.00
19895,637374,2015,6.00
20588,658113,2018,6.00
20599,658281,2019,6.00
20603,658311,2013,6.00
20660,659794,2010,6.00
20955,668108,2015,6.00
21041,671247,2011,6.00
21098,672715,2018,6.00
21280,677591,2010,6.00
21580,687670,2010,6.00
22907,726546,2017,6.00
23153,733402,2013,6.00
23554,745646,2014,6.00
23608,746125,2018,6.00
23609,746125,2019,6.00
23736,749533,2016,6.00
23810,752972,2010,6.00
23845,753320,2015,6.00
23846,753320,2016,6.00
23849,753320,2019,6.00
24029,759601,2019,6.00
24049,759788,2019,6.00
24090,761354,2010,6.00
24278,765687,2018,6.00
24595,773165,2015,6.00
24737,776231,2017,6.00
24818,778025,2018,6.00
25032,782672,2012,6.00
25472,794392,2012,6.00
25540,796273,2010,6.00
25647,798591,2017,6.00
25649,798591,2019,6.00
25822,802480,2012,6.00
25829,802480,2019,6.00
25859,803275,2019,6.00
26384,816401,2014,6.00
26532,820226,2012,6.00
26839,824486,2019,6.00
26870,825919,2010,6.00
27195,833749,2015,6.00
27262,836194,2012,6.00
27441,840623,2011,6.00
27735,847390,2015,6.00
27806,849574,2016,6.00
28123,857270,2013,6.00
28414,864302,2014,6.00
28439,864923,2019,6.00
29020,879174,2010,6.00
29022,879174,2012,6.00
29113,881898,2013,6.00
29135,882241,2015,6.00
30002,904367,2012,6.00
30590,921443,2010,6.00
30843,925149,2013,6.00
31073,930698,2013,6.00
31341,936718,2011,6.00
32266,957530,2016,6.00
32602,966257,2012,6.00
32824,977178,2014,6.00
32945,981191,2015,6.00
33040,985032,2010,6.00
33049,985032,2019,6.00
33391,993966,2011,6.00
33485,995304,2015,6.00
133,102725,2013,5.00
162,103980,2012,5.00
720,123485,2010,5.00
871,127451,2011,5.00
1049,130277,2019,5.00
1171,133512,2011,5.00
1179,133512,2019,5.00
1272,136993,2012,5.00
1275,136993,2015,5.00
1291,137982,2011,5.00
1303,138369,2013,5.00
1351,140070,2011,5.00
1616,145180,2016,5.00
1746,148224,2016,5.00
2334,160703,2014,5.00
2600,167163,2010,5.00
2681,169840,2011,5.00
2720,170888,2010,5.00
2901,174646,2011,5.00
2960,176872,2010,5.00
2962,176872,2012,5.00
3225,183347,2015,5.00
3381,188674,2011,5.00
3509,192615,2019,5.00
3512,193144,2012,5.00
3516,193144,2016,5.00
3555,193805,2015,5.00
3637,194977,2017,5.00
3913,201259,2013,5.00
5074,232365,2014,5.00
5289,236312,2019,5.00
5377,238009,2017,5.00
5758,250407,2018,5.00
5765,251182,2015,5.00
5767,251182,2017,5.00
5784,251648,2014,5.00
5930,254635,2010,5.00
5931,254635,2011,5.00
6183,260004,2013,5.00
6364,266222,2014,5.00
